Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0003884	AT1G67570	LotjaGi4g1v0329500
OG0003885	AT4G35180	LotjaGi3g1v0533400, LotjaGi1g1v0434200, LotjaGi1g1v0489600_LC
OG0003886	AT2G39650	LotjaGi1g1v0543900
OG0003887	AT5G55610	LotjaGi6g1v0105900, LotjaGi2g1v0229500, LotjaGi3g1v0104600
OG0003888	AT2G27830	LotjaGi3g1v0172900, LotjaGi3g1v0480800
OG0003889	AT4G24730	LotjaGi1g1v0253900
OG0003890	AT5G24600	LotjaGi1g1v0127800
OG0003891	AT4G14385	LotjaGi5g1v0224500
OG0003892	AT4G03020	LotjaGi6g1v0304050, LotjaGi5g1v0260600
OG0003893	AT3G01435	LotjaGi6g1v0288000, LotjaGi5g1v0261400, LotjaGi4g1v0009200
OG0003894	AT4G03270	LotjaGi3g1v0438500
OG0003895	AT2G17550	LotjaGi2g1v0354700, LotjaGi4g1v0135400
OG0003896	AT4G19640	LotjaGi6g1v0050800
OG0003897	AT5G42150	LotjaGi2g1v0197400, LotjaGi1g1v0430300
OG0003898	AT5G53490	LotjaGi1g1v0289300
OG0003899	AT5G06070	LotjaGi1g1v0087400, LotjaGi6g1v0064000
OG0003900	AT3G17900	LotjaGi4g1v0185100, LotjaGi2g1v0308700
OG0003901	AT4G15930	LotjaGi4g1v0339200
OG0003902	AT1G80450	LotjaGi3g1v0354500
OG0003903	AT5G65290	LotjaGi6g1v0090700, LotjaGi4g1v0394800
OG0003904	AT1G71840	LotjaGi2g1v0442800, LotjaGi5g1v0344600
OG0003905	AT5G19330	LotjaGi2g1v0457000, LotjaGi5g1v0316200
OG0003906	AT3G47810	LotjaGi4g1v0376200
OG0003907	AT3G21550	LotjaGi6g1v0303400
OG0003908	AT5G06530	LotjaGi1g1v0740500, LotjaGi5g1v0108400
OG0003909	AT5G23570	LotjaGi1g1v0330500
OG0003910	AT1G23090	LotjaGi4g1v0081000, LotjaGi4g1v0080800
OG0003911	AT3G06580	LotjaGi6g1v0260600
OG0003912	AT3G52870	LotjaGi5g1v0093100
OG0003913	AT3G62800	LotjaGi2g1v0113900
OG0003940	AT3G48330, AT5G50240	LotjaGi1g1v0229100
OG0003941	AT1G17920, AT1G73360	LotjaGi2g1v0184400
OG0003942	AT4G03340, AT1G03520	LotjaGi3g1v0458900, LotjaGi2g1v0120500, LotjaGi3g1v0440700
OG0003944	AT1G09960	LotjaGi1g1v0413100, LotjaGi1g1v0132300
OG0003945	AT2G36500, AT3G52950	LotjaGi1g1v0325800
OG0003946	AT5G25380, AT5G11300	LotjaGi1g1v0389100
OG0003947	AT5G05780, AT3G11270	LotjaGi1g1v0080300, LotjaGi6g1v0070800
OG0003948	AT1G49570	LotjaGi2g1v0399000
OG0003949	AT3G12540, AT2G39690, AT3G47675	LotjaGi1g1v0090600_LC
OG0003950	AT4G31340, AT2G24420	LotjaGi1g1v0398000
OG0003951	AT5G63510, AT3G48680	LotjaGi4g1v0418000
OG0003952	AT2G01830	LotjaGi2g1v0003400
OG0003954	AT1G05670	LotjaGi4g1v0178300, LotjaGi1g1v0125100_LC
OG0003955	AT2G28520	LotjaGi3g1v0273900, LotjaGi2g1v0364600
OG0003956	AT1G23730	LotjaGi2g1v0320400
OG0003957	AT3G23070, AT4G14510	LotjaGi5g1v0186400
OG0003958	AT3G59110, AT2G42960	LotjaGi1g1v0042700, LotjaGi6g1v0167900
OG0003959	AT3G59830, AT2G43850, AT2G31800	LotjaGi4g1v0387200
OG0003960	AT3G02640, AT5G16250	LotjaGi4g1v0371700
OG0003961	AT1G47480	LotjaGi1g1v0097600_LC, LotjaGi1g1v0353600
OG0003962	AT5G58850, AT5G11050	LotjaGi4g1v0177200, LotjaGi1g1v0122300_LC
OG0003963	AT1G52080	LotjaGi3g1v0022400
OG0003964	AT1G72300	LotjaGi3g1v0406300
OG0003964	AT1G17240, AT1G17250	LotjaGi3g1v0406100_LC
OG0003965	AT4G02940	LotjaGi5g1v0259300, LotjaGi1g1v0731100
OG0003967	AT4G02930	LotjaGi1g1v0730600, LotjaGi6g1v0300500
OG0003968	AT1G44130, AT1G77480	LotjaGi1g1v0158000
OG0003969	AT1G08630, AT3G04520	LotjaGi1g1v0784900, LotjaGi5g1v0208600, LotjaGi1g1v0335400_LC
OG0003970	AT4G05360, AT3G59550	LotjaGi3g1v0125000
OG0003971	AT2G14880, AT4G34290	LotjaGi2g1v0460900
OG0003972	AT3G24780, AT5G13210	LotjaGi2g1v0293300, LotjaGi2g1v0293600
OG0003973	AT5G44500, AT4G20440	LotjaGi1g1v0035700_LC
OG0003974	AT5G46650, AT4G17920	LotjaGi4g1v0169500, LotjaGi2g1v0334000
OG0003975	AT1G19480, AT1G75230	LotjaGi1g1v0419500
OG0003976	AT1G78430, AT1G17140	LotjaGi3g1v0146600
OG0003977	AT3G18035, AT1G48620	LotjaGi4g1v0463300, LotjaGi2g1v0198500
OG0003978	AT4G28365, AT4G32490	LotjaGi3g1v0452800, LotjaGi4g1v0201700_LC, LotjaGi3g1v0097500, LotjaGi3g1v0445600
OG0003979	AT2G25320, AT2G25330	LotjaGi1g1v0382100
OG0003982	AT1G04490, AT2G33360	LotjaGi5g1v0159600
OG0003983	AT1G22230, AT1G78110	LotjaGi1g1v0241500
OG0003984	AT1G77980, AT1G22130	LotjaGi1g1v0149300
OG0003985	AT4G10790	LotjaGi5g1v0199500
OG0003986	AT2G27930	LotjaGi5g1v0088300, LotjaGi1g1v0683500, LotjaGi3g1v0483200
OG0003987	AT5G19380, AT5G12170	LotjaGi6g1v0178600, LotjaGi1g1v0051100
OG0003988	AT1G56020, AT3G12970, AT1G79060	LotjaGi3g1v0141000
OG0003989	AT3G05320	LotjaGi4g1v0085400
OG0003990	AT5G06090, AT3G11325, AT3G11430	LotjaGi1g1v0088200
OG0003991	AT4G17190, AT5G47770	LotjaGi6g1v0281600
OG0003992	AT1G77770, AT4G08460	LotjaGi1g1v0253500
OG0003993	AT4G24230	LotjaGi5g1v0032200
OG0003994	AT4G30200, AT2G18880	LotjaGi4g1v0302100
OG0003996	AT3G18050	LotjaGi2g1v0199300, LotjaGi4g1v0462600
OG0003997	AT2G21030, AT1G31880, AT2G35600	LotjaGi4g1v0145500
OG0003998	AT4G32640, AT3G44340	LotjaGi5g1v0346900
OG0003999	AT1G77700	LotjaGi1g1v0153600
OG0004000	AT1G53090, AT3G15354	LotjaGi3g1v0153000
OG0004003	AT1G67070, AT3G02570	LotjaGi1g1v0549400
OG0004005	AT5G53520, AT4G27730, AT5G53510	LotjaGi1g1v0290700, LotjaGi1g1v0290500
OG0004006	AT2G33220, AT1G04630	LotjaGi6g1v0011600
OG0004007	AT2G31380, AT1G06040	LotjaGi3g1v0499500, LotjaGi3g1v0032800
OG0004008	AT1G60010, AT1G10530	LotjaGi2g1v0315300
OG0004009	AT4G26960, AT5G54970	LotjaGi4g1v0155000
OG0004011	AT4G14440	LotjaGi6g1v0336100, LotjaGi6g1v0006500
OG0004012	AT1G18610, AT1G74150	LotjaGi4g1v0255800
OG0004013	AT1G20460, AT1G76185	LotjaGi1g1v0434100
OG0004014	AT2G43330	LotjaGi6g1v0312500, LotjaGi5g1v0363500, LotjaGi5g1v0363700, LotjaGi1g1v0554400
OG0004015	AT5G42650	LotjaGi1g1v0416000, LotjaGi5g1v0021300
OG0004016	AT2G37650	LotjaGi3g1v0225900
OG0004018	AT3G62980	LotjaGi1g1v0745500_LC, LotjaGi1g1v0745700, LotjaGi5g1v0262400
OG0004019	AT3G24800	LotjaGi3g1v0081200
OG0004020	AT4G14740, AT3G22810	LotjaGi6g1v0002500, LotjaGi5g1v0310900
OG0004021	AT4G15415, AT3G21650	LotjaGi6g1v0196800, LotjaGi1g1v0063000, LotjaGi2g1v0088800
OG0004022	AT4G33860, AT4G33840, AT4G33830	LotjaGi3g1v0524400
OG0004024	AT5G65460, AT5G10470	LotjaGi4g1v0160200
OG0004025	AT3G07220, AT3G07260	LotjaGi1g1v0590700
OG0004026	AT2G24020, AT4G30620	LotjaGi4g1v0288500, LotjaGi6g1v0202400
OG0004027	AT5G58870, AT3G47060	LotjaGi6g1v0132900, LotjaGi1g1v0122800
OG0004028	AT3G05430, AT5G27650	LotjaGi5g1v0222500, LotjaGi5g1v0222600, LotjaGi1g1v0771800
OG0004030	AT5G19190, AT3G06070	LotjaGi6g1v0296800
OG0004031	AT3G43430, AT5G20885	LotjaGi4g1v0318500, LotjaGi4g1v0318100
OG0004032	AT4G12450, AT1G62520	LotjaGi4g1v0208500, LotjaGi2g1v0425200
OG0004033	AT5G45560, AT4G19040	LotjaGi2g1v0341500
OG0004035	AT5G38970, AT3G30180	LotjaGi2g1v0269200, LotjaGi1g1v0517000
OG0004036	AT2G46940, AT3G62070	LotjaGi5g1v0236800, LotjaGi1g1v0753700
OG0004037	AT1G52700, AT3G15650	LotjaGi3g1v0012100
OG0004038	AT2G30290, AT3G52850	LotjaGi3g1v0050900, LotjaGi1g1v0457300
OG0004039	AT3G18090, AT3G23780	LotjaGi1g1v0377700
OG0004040	AT5G05010	LotjaGi5g1v0350800, LotjaGi5g1v0343900
OG0004041	AT4G40020	LotjaGi6g1v0091900
OG0004042	AT3G50860	LotjaGi4g1v0117300
OG0004044	AT2G26580	LotjaGi4g1v0272300
OG0004045	AT3G10760, AT5G05090	LotjaGi1g1v0658900
OG0004046	AT5G24400	LotjaGi1g1v0293400_LC
OG0004047	AT1G15670, AT1G80440	LotjaGi3g1v0015100, LotjaGi3g1v0361800
OG0004048	AT5G60030, AT1G75335	LotjaGi3g1v0090000_LC, LotjaGi5g1v0042400
OG0004049	AT4G24650	LotjaGi5g1v0339400
OG0004049	AT1G68460	LotjaGi3g1v0134900_LC
OG0004050	AT4G22820, AT4G12040, AT1G12440	LotjaGi4g1v0212000
OG0004051	AT1G01060	LotjaGi3g1v0404800
OG0004053	AT3G57470, AT3G57465, AT3G57460	LotjaGi1g1v0718900
OG0004054	AT3G14310, AT1G53830	LotjaGi3g1v0407500
OG0004055	AT3G22180, AT4G15080	LotjaGi3g1v0534300
OG0004056	AT3G18570, AT1G48990	LotjaGi4g1v0263000
OG0004057	AT2G23370	LotjaGi2g1v0403300
OG0004058	AT5G55230	LotjaGi1g1v0023800, LotjaGi6g1v0153900
OG0004059	AT2G22425, AT4G40042	LotjaGi4g1v0364500
OG0004060	AT3G60800	LotjaGi3g1v0433500
OG0004061	AT3G10730, AT5G04990	LotjaGi3g1v0308100
OG0004062	AT5G40770, AT3G27280	LotjaGi5g1v0118800
OG0004063	AT2G45260, AT4G36100, AT4G33320, AT4G34080	LotjaGi3g1v0436600
OG0004064	AT4G17410, AT5G47430	LotjaGi4g1v0201400
OG0004065	AT3G61520, AT5G28460, AT5G28370	LotjaGi4g1v0460900
OG0004066	AT4G25360, AT5G51640	LotjaGi2g1v0160400, LotjaGi5g1v0194300
OG0004067	AT4G15610, AT3G06390	LotjaGi6g1v0306400, LotjaGi4g1v0346100
OG0004068	AT3G63200	LotjaGi5g1v0167300
OG0004069	AT2G46020	LotjaGi3g1v0384500
OG0004070	AT5G14790, AT3G01450, AT3G18530	LotjaGi2g1v0248200
OG0004071	AT1G51760, AT1G51780	LotjaGi3g1v0022900
OG0004072	AT1G65660, AT4G37120	LotjaGi1g1v0210600
OG0004073	AT5G59020, AT2G29510	LotjaGi3g1v0491900, LotjaGi3g1v0287000
OG0004074	AT2G38320	LotjaGi1g1v0445800
OG0004075	AT5G14240	LotjaGi1g1v0561800, LotjaGi4g1v0345300
OG0004076	AT5G50200, AT4G24715	LotjaGi4g1v0227700
OG0004077	AT4G17090	LotjaGi2g1v0418000, LotjaGi2g1v0417900, LotjaGi4g1v0192900
OG0004078	AT3G28007, AT5G40260	LotjaGi2g1v0247700
OG0004079	AT3G07400	LotjaGi3g1v0274000
OG0004080	AT5G52390	LotjaGi5g1v0300200
OG0004083	AT3G18030, AT1G48605	LotjaGi1g1v0547900
OG0004084	AT1G36160, AT1G36180	LotjaGi1g1v0246300
OG0004085	AT2G47280, AT2G19150	LotjaGi6g1v0139100
OG0004085	AT5G26810	LotjaGi4g1v0046600
OG0004087	AT2G16500, AT4G34710	LotjaGi3g1v0514900
OG0004090	AT5G57340	LotjaGi4g1v0303200, LotjaGi6g1v0240300
OG0004091	AT5G61880, AT3G59280	LotjaGi2g1v0128100
OG0004093	AT5G59990	LotjaGi3g1v0277300, LotjaGi2g1v0366500
OG0004094	AT1G16810	LotjaGi3g1v0341800
OG0004095	AT4G30000, AT1G69190	LotjaGi2g1v0292900
OG0004096	AT2G35760, AT4G16442	LotjaGi6g1v0284400
OG0004097	AT5G44130, AT1G03870, AT2G20520	LotjaGi2g1v0441500_LC, LotjaGi3g1v0448300
OG0004098	AT4G21330	LotjaGi4g1v0046400, LotjaGi4g1v0403800, LotjaGi2g1v0304000
OG0004099	AT2G33500, AT1G28050	LotjaGi1g1v0630400
OG0004100	AT2G21480, AT4G39110	LotjaGi3g1v0062000
OG0004101	AT2G28840	LotjaGi2g1v0372500, LotjaGi3g1v0282800
OG0004102	AT2G36320, AT3G52800	LotjaGi5g1v0094300, LotjaGi1g1v0677000
OG0004103	AT4G26730, AT2G16030	LotjaGi3g1v0310500
OG0004104	AT3G15990	LotjaGi3g1v0362200, LotjaGi3g1v0015900
OG0004105	AT5G55060	LotjaGi1g1v0027100, LotjaGi6g1v0157400
OG0004106	AT2G42640, AT3G58640	LotjaGi3g1v0240700, LotjaGi3g1v0251400
OG0004107	AT5G35180	LotjaGi6g1v0207200, LotjaGi4g1v0283600
OG0004108	AT4G17810	LotjaGi2g1v0414500
OG0004109	AT1G70420	LotjaGi2g1v0320600
OG0004110	AT1G23965, AT1G23995, AT1G70270	LotjaGi2g1v0318200_LC
OG0004111	AT3G52250	LotjaGi2g1v0102200, LotjaGi5g1v0276300
OG0004112	AT3G07130	LotjaGi6g1v0038700
OG0004115	AT5G26731, AT3G05937	LotjaGi5g1v0235300
OG0004116	AT1G07810, AT1G07670	LotjaGi1g1v0696100
OG0004117	AT2G25540, AT4G32410	LotjaGi1g1v0385400
OG0004118	AT2G47950, AT3G62990	LotjaGi1g1v0744000
OG0004119	AT2G24150, AT4G30850	LotjaGi6g1v0199600
OG0004120	AT1G21695	LotjaGi1g1v0157400_LC
OG0004120	AT1G77400	LotjaGi1g1v0264600
OG0004121	AT4G02130, AT1G02720, AT3G62660	LotjaGi5g1v0247700
OG0004122	AT4G09320	LotjaGi3g1v0068500
OG0004123	AT3G17240, AT1G48030	LotjaGi4g1v0334700
OG0004124	AT2G31945, AT1G05575	LotjaGi3g1v0127900
OG0004125	AT2G03220	LotjaGi4g1v0250400
OG0004126	AT5G67470	LotjaGi2g1v0408500, LotjaGi4g1v0095500
OG0004127	AT3G06470, AT3G06460	LotjaGi6g1v0359200, LotjaGi6g1v0359100
OG0004128	AT4G08350, AT2G34210	LotjaGi1g1v0273000
OG0004129	AT3G22790, AT4G14760	LotjaGi2g1v0454300, LotjaGi5g1v0311400
OG0004130	AT1G76950, AT5G42140	LotjaGi5g1v0293400, LotjaGi2g1v0134600
OG0004131	AT1G05820, AT2G43070	LotjaGi1g1v0554700, LotjaGi5g1v0365200
OG0004132	AT2G28110, AT5G22940	LotjaGi3g1v0168500, LotjaGi3g1v0485500
OG0004133	AT1G11050	LotjaGi4g1v0388100_LC, LotjaGi4g1v0388200, LotjaGi4g1v0388300
OG0004134	AT4G33700, AT2G14520	LotjaGi4g1v0044100
OG0004135	AT2G25430, AT4G32285	LotjaGi1g1v0382900
OG0004136	AT1G64340	LotjaGi2g1v0440500, LotjaGi4g1v0433500
OG0004137	AT5G42230, AT2G12480, AT5G42240, AT1G43780	LotjaGi1g1v0273500, LotjaGi1g1v0273600
OG0004139	AT1G03440, AT4G03010	LotjaGi1g1v0732500, LotjaGi5g1v0260500
OG0004140	AT3G08600	LotjaGi1g1v0460000
OG0004141	AT5G61520	LotjaGi3g1v0099600
OG0004142	AT1G08130, AT1G49250	LotjaGi3g1v0485100
OG0004143	AT5G54540	LotjaGi3g1v0233000, LotjaGi3g1v0095500
OG0004144	AT4G01750, AT4G01770, AT1G56550, AT4G01220	LotjaGi4g1v0019500
OG0004145	AT1G77932, AT1G22110	LotjaGi1g1v0149500
OG0004146	AT1G15480, AT1G80270	LotjaGi1g1v0199400, LotjaGi1g1v0663400
OG0004147	AT1G63180, AT1G12780	LotjaGi4g1v0417600
OG0004149	AT5G49700, AT1G14490	LotjaGi1g1v0138000
OG0004150	AT1G31280, AT1G31290	LotjaGi6g1v0275900, LotjaGi4g1v0085500
OG0004151	AT4G00905, AT1G01225	LotjaGi1g1v0293300, LotjaGi1g1v0794500
OG0004152	AT4G22380	LotjaGi6g1v0162200, LotjaGi1g1v0200100
OG0004153	AT2G17300, AT4G35320	LotjaGi1g1v0000700
OG0004154	AT3G50920, AT5G66450	LotjaGi4g1v0120200, LotjaGi2g1v0387500
OG0004155	AT5G58020	LotjaGi4g1v0286400
OG0004156	AT1G63830, AT5G41390, AT4G23470	LotjaGi4g1v0428800
OG0004157	AT5G08335, AT5G23320	LotjaGi5g1v0350300, LotjaGi2g1v0383400, LotjaGi3g1v0239300
OG0004158	AT1G60420	LotjaGi4g1v0167100
OG0004159	AT4G32730	LotjaGi1g1v0400100
OG0004160	AT2G46180, AT3G61570	LotjaGi1g1v0482000
OG0004161	AT3G55950	LotjaGi6g1v0075700, LotjaGi1g1v0077500
OG0004164	AT5G50020, AT4G24630	LotjaGi2g1v0127100, LotjaGi5g1v0289000
OG0004165	AT1G49820	LotjaGi5g1v0326400
OG0004166	AT1G71960	LotjaGi5g1v0280600
OG0004168	AT3G56920, AT2G40990, AT5G05070	LotjaGi1g1v0655100
OG0004169	AT3G63220	LotjaGi2g1v0060700, LotjaGi2g1v0060500, LotjaGi1g1v0717000
OG0004170	AT4G24550	LotjaGi1g1v0137900, LotjaGi1g1v0422200
OG0004171	AT3G27390, AT5G40640	LotjaGi1g1v0616700, LotjaGi2g1v0081200
OG0004172	AT2G16650, AT4G21900, AT5G60430	LotjaGi1g1v0235000_LC, LotjaGi3g1v0129100
OG0004173	AT5G42050	LotjaGi6g1v0035000, LotjaGi4g1v0437000
OG0004174	AT1G79985	LotjaGi3g1v0362300, LotjaGi3g1v0016000
OG0004175	AT2G17700, AT4G35780	LotjaGi2g1v0376800
OG0004176	AT1G75260	LotjaGi1g1v0419900
OG0004177	AT5G13690	LotjaGi3g1v0120000
OG0004178	AT2G25880, AT4G32830	LotjaGi1g1v0409900
OG0004180	AT1G76540	LotjaGi5g1v0000600
OG0004181	AT3G15170	LotjaGi3g1v0044800_LC, LotjaGi3g1v0156100
OG0004182	AT2G38210, AT2G38230, AT5G01410	LotjaGi6g1v0317700
OG0004183	AT3G23430	LotjaGi5g1v0188800, LotjaGi6g1v0003600
OG0004184	AT4G19006, AT5G45620	LotjaGi2g1v0339600
OG0004185	AT2G36690, AT2G06960	LotjaGi5g1v0086800, LotjaGi1g1v0683800
OG0004186	AT1G01250	LotjaGi3g1v0396800, LotjaGi1g1v0793700
OG0004187	AT4G28300	LotjaGi3g1v0444400, LotjaGi3g1v0454100
OG0004188	AT4G38930, AT2G21270	LotjaGi4g1v0456800
OG0004189	AT5G43270	LotjaGi4g1v0366400, LotjaGi6g1v0101700
OG0004191	AT4G33580	LotjaGi6g1v0349700
OG0004192	AT1G22882, AT1G71360	LotjaGi3g1v0054700, LotjaGi3g1v0333900
OG0004193	AT5G18640, AT5G18630	LotjaGi6g1v0306500_LC
OG0004194	AT1G16300, AT1G79530	LotjaGi3g1v0133700
OG0004195	AT3G09430	LotjaGi1g1v0582300
OG0004196	AT2G45910	LotjaGi1g1v0477000
OG0004197	AT5G47740	LotjaGi6g1v0281900, LotjaGi4g1v0005300
OG0004198	AT4G14030, AT4G14040, AT3G23800	LotjaGi6g1v0041600
OG0004199	AT5G54690	LotjaGi3g1v0235200, LotjaGi3g1v0150900
OG0004200	AT2G26080, AT4G33010	LotjaGi5g1v0044000
OG0004201	AT3G29160, AT3G01090	LotjaGi1g1v0506500
OG0004202	AT1G71860	LotjaGi5g1v0282400
OG0004203	AT2G17480, AT5G65970	LotjaGi4g1v0138400
OG0004204	AT5G60450	LotjaGi2g1v0362400, LotjaGi3g1v0159500
OG0004205	AT4G21000, AT4G20990	LotjaGi1g1v0670000
OG0004206	AT2G04900	LotjaGi1g1v0066800
OG0004207	AT1G24360	LotjaGi6g1v0101200, LotjaGi4g1v0355600
OG0004208	AT1G63210, AT1G65440	LotjaGi1g1v0657000
OG0004209	AT4G35770, AT5G66040	LotjaGi2g1v0376900
OG0004210	AT5G49190	LotjaGi5g1v0248900
OG0004210	AT4G02280	LotjaGi6g1v0252200, LotjaGi1g1v0763100
OG0004211	AT4G36010, AT2G17860	LotjaGi4g1v0128700, LotjaGi2g1v0380800
OG0004212	AT4G18050, AT5G46540	LotjaGi6g1v0314100, LotjaGi6g1v0314200
OG0004213	AT5G53370, AT3G49220	LotjaGi2g1v0371200, LotjaGi1g1v0285200
OG0004214	AT3G16120, AT1G52245	LotjaGi3g1v0017900
OG0004215	AT1G79220	LotjaGi3g1v0090200
OG0004216	AT3G49180	LotjaGi5g1v0096900, LotjaGi1g1v0519600
OG0004217	AT4G10465, AT2G18196	LotjaGi5g1v0202500
OG0004218	AT1G80410	LotjaGi3g1v0361700, LotjaGi3g1v0014700
OG0004219	AT1G06680	LotjaGi6g1v0184900
OG0004220	AT4G27020, AT5G54870	LotjaGi1g1v0033900
OG0004221	AT1G08060	LotjaGi1g1v0690100, LotjaGi3g1v0165600_LC
OG0004222	AT2G42030, AT3G58030	LotjaGi1g1v0727200, LotjaGi1g1v0727100
OG0004223	AT5G54270	LotjaGi3g1v0078750, LotjaGi3g1v0324800
OG0004224	AT1G32850, AT4G10570, AT4G10590	LotjaGi5g1v0200600
OG0004225	AT4G38950, AT2G21300	LotjaGi3g1v0514700, LotjaGi1g1v0562900
OG0004226	AT1G08320	LotjaGi3g1v0477400, LotjaGi3g1v0176400
OG0004227	AT3G02320, AT5G15810	LotjaGi1g1v0516800, LotjaGi2g1v0269000
OG0004228	AT3G25590	LotjaGi2g1v0285800
OG0004229	AT5G54200, AT3G15470	LotjaGi3g1v0076600
OG0004230	AT4G17350, AT5G47440	LotjaGi4g1v0201900, LotjaGi2g1v0421800
OG0004231	AT1G17970, AT1G73760	LotjaGi4g1v0460200, LotjaGi2g1v0202400
OG0004232	AT4G23000, AT4G11800	LotjaGi5g1v0025300
OG0004233	AT1G80900, AT1G16010	LotjaGi3g1v0003500
OG0004234	AT3G27000	LotjaGi1g1v0627800
OG0004236	AT3G06860	LotjaGi6g1v0251400, LotjaGi4g1v0339300
OG0004237	AT4G02090	LotjaGi5g1v0245900, LotjaGi1g1v0760600
OG0004238	AT1G78260, AT1G22330	LotjaGi1g1v0143900
OG0004241	AT3G22750, AT4G14780	LotjaGi2g1v0454000
OG0004242	AT4G16220, AT4G16230	LotjaGi6g1v0259500, LotjaGi6g1v0259400
OG0004242	AT4G16233	LotjaGi4g1v0110400
OG0004243	AT3G13310	LotjaGi6g1v0137900
OG0004244	AT4G05330, AT4G21160	LotjaGi6g1v0271400, LotjaGi4g1v0385500
OG0004245	AT5G60050	LotjaGi2g1v0366000
OG0004246	AT4G16760, AT2G35690	LotjaGi2g1v0421200, LotjaGi4g1v0200600
OG0004247	AT4G25040	LotjaGi1g1v0630200
OG0004248	AT4G33230, AT2G26450	LotjaGi4g1v0319300, LotjaGi6g1v0219300
OG0004249	AT5G36980	LotjaGi1g1v0764400
OG0004250	AT5G04280	LotjaGi5g1v0341900
OG0004251	AT3G11920	LotjaGi2g1v0017200, LotjaGi3g1v0374200
OG0004252	AT4G27320	LotjaGi3g1v0326200
OG0004253	AT1G76700, AT1G21080	LotjaGi2g1v0462400
OG0004254	AT5G06810, AT5G06811	LotjaGi1g1v0725300
OG0004255	AT2G38460, AT5G03570	LotjaGi3g1v0202200, LotjaGi3g1v0202100, LotjaGi3g1v0202000
OG0004256	AT3G15000	LotjaGi2g1v0248400, LotjaGi3g1v0157000
OG0004258	AT1G10790	LotjaGi6g1v0358700
OG0004259	AT5G65030, AT5G10210	LotjaGi6g1v0087800, LotjaGi6g1v0087700
OG0004261	AT2G44770, AT3G60260	LotjaGi3g1v0321200_LC, LotjaGi3g1v0068400
OG0004262	AT2G22250	LotjaGi6g1v0085500, LotjaGi4g1v0400300
OG0004263	AT5G18520, AT3G09570	LotjaGi5g1v0071300, LotjaGi1g1v0696300
OG0004264	AT4G20170, AT5G44670	LotjaGi6g1v0246500
OG0004266	AT3G53010	LotjaGi1g1v0358200
OG0004267	AT5G09570	LotjaGi4g1v0040400
OG0004268	AT5G62910, AT3G48070	LotjaGi4g1v0241400
OG0004269	AT2G37530	LotjaGi5g1v0068100
OG0004270	AT4G18340, AT1G30080	LotjaGi4g1v0082100, LotjaGi6g1v0310100
OG0004271	AT5G63570, AT3G48730	LotjaGi1g1v0557700
OG0004272	AT5G10450, AT5G65430	LotjaGi1g1v0348500
OG0004273	AT1G05070, AT2G32580	LotjaGi3g1v0469300
OG0004274	AT5G58950	LotjaGi6g1v0331000, LotjaGi4g1v0057100
OG0004275	AT1G14650, AT1G14640	LotjaGi3g1v0421600, LotjaGi5g1v0238500, LotjaGi2g1v0083000, LotjaGi5g1v0330350
OG0004276	AT5G03190, AT3G53400	LotjaGi5g1v0077400, LotjaGi1g1v0691700
OG0004277	AT4G28470	LotjaGi3g1v0451200
OG0004278	AT1G21830	LotjaGi1g1v0260500, LotjaGi1g1v0260300_LC
OG0004279	AT1G10170	LotjaGi4g1v0465300, LotjaGi2g1v0192800
OG0004281	AT3G48210	LotjaGi4g1v0230700
OG0004282	AT3G06420, AT3G15580	LotjaGi4g1v0312500, LotjaGi5g1v0240300
OG0004283	AT2G43680, AT3G59690	LotjaGi4g1v0068300
OG0004284	AT3G20840, AT1G51190	LotjaGi3g1v0288800_LC
OG0004285	AT4G26200	LotjaGi4g1v0441500, LotjaGi2g1v0230900
OG0004286	AT5G63110	LotjaGi4g1v0230000, LotjaGi4g1v0229800, LotjaGi1g1v0176200
OG0004287	AT1G80370, AT1G15570	LotjaGi3g1v0013600
OG0004288	AT2G42430	LotjaGi5g1v0178600, LotjaGi1g1v0711000
OG0004289	AT1G51340	LotjaGi5g1v0056000, LotjaGi3g1v0287500, LotjaGi6g1v0081100
OG0004291	AT4G02160, AT5G61710	LotjaGi5g1v0247100, LotjaGi1g1v0761400
OG0004292	AT1G62790	LotjaGi2g1v0426500, LotjaGi4g1v0210400
OG0004293	AT1G07330, AT2G29620	LotjaGi1g1v0122900, LotjaGi6g1v0132800
OG0004294	AT3G13050	LotjaGi3g1v0339600
OG0004295	AT1G31814, AT5G16320	LotjaGi6g1v0149500, LotjaGi1g1v0020700
OG0004296	AT3G24020, AT4G13580	LotjaGi6g1v0012100
OG0004297	AT4G13930, AT4G13890	LotjaGi6g1v0040700, LotjaGi4g1v0371600
OG0004298	AT2G44260, AT2G44230	LotjaGi3g1v0430700
OG0004299	AT5G62950, AT3G28956	LotjaGi6g1v0059100, LotjaGi5g1v0155200
OG0004300	AT3G56080, AT2G40280	LotjaGi6g1v0079200, LotjaGi1g1v0074600
OG0004301	AT1G74960	LotjaGi6g1v0221600
OG0004302	AT3G27890	LotjaGi3g1v0113400, LotjaGi3g1v0113300_LC
OG0004303	AT5G21482	LotjaGi5g1v0046100
OG0004304	AT1G31340, AT2G35635	LotjaGi3g1v0136900
OG0004305	AT2G26440	LotjaGi2g1v0214100, LotjaGi4g1v0319200
OG0004306	AT1G30490, AT2G34710	LotjaGi6g1v0271800, LotjaGi4g1v0386000
OG0004307	AT2G39170	LotjaGi5g1v0270400
